駅名,運営会社,路線名,鉄道区分,事業者種別,重複コード2019,データ有無コード2019,備考2019,乗降客数2019
湯の洞温泉口,長良川鉄道,越美南線,12,5,1,1,,38
上万場,長良川鉄道,越美南線,12,5,1,1,,0
郡上大和,長良川鉄道,越美南線,12,5,1,1,,26
美濃市,長良川鉄道,越美南線,12,5,1,1,,142
北濃,長良川鉄道,越美南線,12,5,1,1,,29
山田,長良川鉄道,越美南線,12,5,1,1,,9
白鳥高原,長良川鉄道,越美南線,12,5,1,1,,23
大島,長良川鉄道,越美南線,12,5,1,1,,8
相生,長良川鉄道,越美南線,12,5,1,1,,67
関富岡,長良川鉄道,越美南線,12,5,1,1,,104
関,長良川鉄道,越美南線,12,5,1,1,,313
徳永,長良川鉄道,越美南線,12,5,1,1,,24
八坂,長良川鉄道,越美南線,12,5,1,1,,6
大矢,長良川鉄道,越美南線,12,5,1,1,,36
自然園前,長良川鉄道,越美南線,12,5,1,1,,2
刃物会館前,長良川鉄道,越美南線,12,5,1,1,,79
木尾,長良川鉄道,越美南線,12,5,1,1,,11
関市役所前,長良川鉄道,越美南線,12,5,1,1,,47
梅山,長良川鉄道,越美南線,12,5,1,1,,313
美濃白鳥,長良川鉄道,越美南線,12,5,1,1,,157
洲原,長良川鉄道,越美南線,12,5,1,1,,22
福野,長良川鉄道,越美南線,12,5,1,1,,79
関下有知,長良川鉄道,越美南線,12,5,1,1,,150
松森,長良川鉄道,越美南線,12,5,1,1,,72
郡上八幡,長良川鉄道,越美南線,12,5,1,1,,256
みなみ子宝温泉,長良川鉄道,越美南線,12,5,1,1,,21
関口,長良川鉄道,越美南線,12,5,1,1,,457
白山長滝,長良川鉄道,越美南線,12,5,1,1,,9
大中,長良川鉄道,越美南線,12,5,1,1,,7
万場,長良川鉄道,越美南線,12,5,1,1,,11
深郷田,津軽鉄道,津軽鉄道線,12,4,1,1,,16
金木,津軽鉄道,津軽鉄道線,12,4,1,1,,216
十川,津軽鉄道,津軽鉄道線,12,4,1,1,,8
嘉瀬,津軽鉄道,津軽鉄道線,12,4,1,1,,65
毘沙門,津軽鉄道,津軽鉄道線,12,4,1,1,,4
津軽五所川原,津軽鉄道,津軽鉄道線,12,4,1,1,,571
芦野公園,津軽鉄道,津軽鉄道線,12,4,1,1,,86
津軽飯詰,津軽鉄道,津軽鉄道線,12,4,1,1,,20
大沢内,津軽鉄道,津軽鉄道線,12,4,1,1,,41
津軽中里,津軽鉄道,津軽鉄道線,12,4,1,1,,161
川倉,津軽鉄道,津軽鉄道線,12,4,1,1,,9
五農校前,津軽鉄道,津軽鉄道線,12,4,1,1,,198
戸綿,天竜浜名湖鉄道,天竜浜名湖線,12,5,1,1,,288
遠州森,天竜浜名湖鉄道,天竜浜名湖線,12,5,1,1,,660
原田,天竜浜名湖鉄道,天竜浜名湖線,12,5,1,1,,32
掛川市役所前,天竜浜名湖鉄道,天竜浜名湖線,12,5,1,1,,169
いこいの広場,天竜浜名湖鉄道,天竜浜名湖線,12,5,1,1,,141
桜木,天竜浜名湖鉄道,天竜浜名湖線,12,5,1,1,,282
原谷,天竜浜名湖鉄道,天竜浜名湖線,12,5,1,1,,182
西掛川,天竜浜名湖鉄道,天竜浜名湖線,12,5,1,1,,182
細谷,天竜浜名湖鉄道,天竜浜名湖線,12,5,1,1,,73
円田,天竜浜名湖鉄道,天竜浜名湖線,12,5,1,1,,71
掛川,天竜浜名湖鉄道,天竜浜名湖線,12,5,1,1,,1791
常葉大学前,天竜浜名湖鉄道,天竜浜名湖線,12,5,1,1,,55
西気賀,天竜浜名湖鉄道,天竜浜名湖線,12,5,1,1,,66
遠江一宮,天竜浜名湖鉄道,天竜浜名湖線,12,5,1,1,,135
上野部,天竜浜名湖鉄道,天竜浜名湖線,12,5,1,1,,12
宮口,天竜浜名湖鉄道,天竜浜名湖線,12,5,1,1,,227
アスモ前,天竜浜名湖鉄道,天竜浜名湖線,12,5,1,1,,58
岩水寺,天竜浜名湖鉄道,天竜浜名湖線,12,5,1,1,,94
西鹿島,天竜浜名湖鉄道,天竜浜名湖線,12,5,1,1,,0
浜名湖佐久米,天竜浜名湖鉄道,天竜浜名湖線,12,5,1,1,,39
知波田,天竜浜名湖鉄道,天竜浜名湖線,12,5,1,1,,87
都田,天竜浜名湖鉄道,天竜浜名湖線,12,5,1,1,,77
新所原,天竜浜名湖鉄道,天竜浜名湖線,12,5,1,1,,661
寸座,天竜浜名湖鉄道,天竜浜名湖線,12,5,1,1,,22
敷地,天竜浜名湖鉄道,天竜浜名湖線,12,5,1,1,,52
奥浜名湖,天竜浜名湖鉄道,天竜浜名湖線,12,5,1,1,,71
天竜二俣,天竜浜名湖鉄道,天竜浜名湖線,12,5,1,1,,232
東都筑,天竜浜名湖鉄道,天竜浜名湖線,12,5,1,1,,80
岡地,天竜浜名湖鉄道,天竜浜名湖線,12,5,1,1,,100
フルーツパーク,天竜浜名湖鉄道,天竜浜名湖線,12,5,1,1,,20
尾奈,天竜浜名湖鉄道,天竜浜名湖線,12,5,1,1,,74
都筑,天竜浜名湖鉄道,天竜浜名湖線,12,5,1,1,,100
気賀,天竜浜名湖鉄道,天竜浜名湖線,12,5,1,1,,143
豊岡,天竜浜名湖鉄道,天竜浜名湖線,12,5,1,1,,155
三ヶ日,天竜浜名湖鉄道,天竜浜名湖線,12,5,1,1,,357
二俣本町,天竜浜名湖鉄道,天竜浜名湖線,12,5,1,1,,85
金指,天竜浜名湖鉄道,天竜浜名湖線,12,5,1,1,,711
よしかわ,土佐くろしお鉄道,阿佐線,12,5,1,1,,15
奈半利,土佐くろしお鉄道,阿佐線,12,5,1,1,,322
香我美,土佐くろしお鉄道,阿佐線,12,5,1,1,,78
あかおか,土佐くろしお鉄道,阿佐線,12,5,1,1,,199
下山,土佐くろしお鉄道,阿佐線,12,5,1,1,,16
のいち,土佐くろしお鉄道,阿佐線,12,5,1,1,,1389
赤野,土佐くろしお鉄道,阿佐線,12,5,1,1,,32
球場前,土佐くろしお鉄道,阿佐線,12,5,1,1,,168
穴内,土佐くろしお鉄道,阿佐線,12,5,1,1,,11
西分,土佐くろしお鉄道,阿佐線,12,5,1,1,,50
伊尾木,土佐くろしお鉄道,阿佐線,12,5,1,1,,47
安田,土佐くろしお鉄道,阿佐線,12,5,1,1,,89
唐浜,土佐くろしお鉄道,阿佐線,12,5,1,1,,30
後免町,土佐くろしお鉄道,阿佐線,12,5,1,1,,244
後免,土佐くろしお鉄道,阿佐線,12,5,1,1,,0
和食,土佐くろしお鉄道,阿佐線,12,5,1,1,,182
安芸,土佐くろしお鉄道,阿佐線,12,5,1,1,,942
立田,土佐くろしお鉄道,阿佐線,12,5,1,1,,22
夜須,土佐くろしお鉄道,阿佐線,12,5,1,1,,176
田野,土佐くろしお鉄道,阿佐線,12,5,1,1,,105
国見,土佐くろしお鉄道,宿毛線,12,5,1,1,,11
平田,土佐くろしお鉄道,宿毛線,12,5,1,1,,101
東宿毛,土佐くろしお鉄道,宿毛線,12,5,1,1,,24
具同,土佐くろしお鉄道,宿毛線,12,5,1,1,,79
宿毛,土佐くろしお鉄道,宿毛線,12,5,1,1,,413
工業団地,土佐くろしお鉄道,宿毛線,12,5,1,1,,20
有岡,土佐くろしお鉄道,宿毛線,12,5,1,1,,81
中村,土佐くろしお鉄道,宿毛線,12,5,2,1,,0
荷稲,土佐くろしお鉄道,中村線,12,5,1,1,,19
若井,土佐くろしお鉄道,中村線,12,5,1,1,四国旅客鉄道、予土線を含む,17
窪川,土佐くろしお鉄道,中村線,12,5,1,1,,0
中村,土佐くろしお鉄道,中村線,12,5,1,1,,844
佐賀公園,土佐くろしお鉄道,中村線,12,5,1,1,,2
西大方,土佐くろしお鉄道,中村線,12,5,1,1,,7
土佐佐賀,土佐くろしお鉄道,中村線,12,5,1,1,,132
海の王迎,土佐くろしお鉄道,中村線,12,5,1,1,,6
土佐上川口,土佐くろしお鉄道,中村線,12,5,1,1,,15
伊与喜,土佐くろしお鉄道,中村線,12,5,1,1,,16
有井川,土佐くろしお鉄道,中村線,12,5,1,1,,10
土佐入野,土佐くろしお鉄道,中村線,12,5,1,1,,157
浮鞭,土佐くろしお鉄道,中村線,12,5,1,1,,22
古津賀,土佐くろしお鉄道,中村線,12,5,1,1,,96
土佐白浜,土佐くろしお鉄道,中村線,12,5,1,1,,1
はりまや橋,とさでん交通,伊野線,21,5,2,1,,0
朝倉,とさでん交通,伊野線,21,5,1,1,,558
宇治団地前,とさでん交通,伊野線,21,5,1,1,,100
上町五丁目,とさでん交通,伊野線,21,5,1,1,,1065
曙町東町,とさでん交通,伊野線,21,5,1,1,,100
曙町,とさでん交通,伊野線,21,5,1,1,,95
高知城前,とさでん交通,伊野線,21,5,1,1,,801
朝倉駅前,とさでん交通,伊野線,21,5,1,1,,174
県庁前,とさでん交通,伊野線,21,5,1,1,,1578
旭駅前通,とさでん交通,伊野線,21,5,1,1,,1097
咥内,とさでん交通,伊野線,21,5,1,1,,122
蛍橋,とさでん交通,伊野線,21,5,1,1,,548
鴨部,とさでん交通,伊野線,21,5,1,1,,418
朝倉神社前,とさでん交通,伊野線,21,5,1,1,,47
上町二丁目,とさでん交通,伊野線,21,5,1,1,,608
上町一丁目,とさでん交通,伊野線,21,5,1,1,,441
旭町一丁目,とさでん交通,伊野線,21,5,1,1,,347
大橋通,とさでん交通,伊野線,21,5,1,1,,2296
枡形,とさでん交通,伊野線,21,5,1,1,,649
上町四丁目,とさでん交通,伊野線,21,5,1,1,,359
鏡川橋,とさでん交通,伊野線,21,5,1,1,,880
旭町三丁目,とさでん交通,伊野線,21,5,1,1,,967
堀詰,とさでん交通,伊野線,21,5,1,1,,1839
グランド通,とさでん交通,伊野線,21,5,1,1,,631
宮の奥,とさでん交通,伊野線,21,5,1,1,,87
伊野,とさでん交通,伊野線,21,5,1,1,,405
枝川,とさでん交通,伊野線,21,5,1,1,,159
北山,とさでん交通,伊野線,21,5,1,1,,39
鳴谷,とさでん交通,伊野線,21,5,1,1,,50
八代通,とさでん交通,伊野線,21,5,1,1,,278
伊野商業前,とさでん交通,伊野線,21,5,1,1,,90
伊野駅前,とさでん交通,伊野線,21,5,1,1,,53
中山,とさでん交通,伊野線,21,5,1,1,,92
清和学園前,とさでん交通,後免線,21,5,1,1,,122
菜園場町,とさでん交通,後免線,21,5,1,1,,1003
後免東町,とさでん交通,後免線,21,5,1,1,,176
長崎,とさでん交通,後免線,21,5,1,1,,99
県立美術館通,とさでん交通,後免線,21,5,1,1,,455
文珠通,とさでん交通,後免線,21,5,1,1,,1016
知寄町一丁目,とさでん交通,後免線,21,5,1,1,,584
鹿児,とさでん交通,後免線,21,5,1,1,,727
新木,とさでん交通,後免線,21,5,1,1,,360
後免西町,とさでん交通,後免線,21,5,1,1,,278
明見橋,とさでん交通,後免線,21,5,1,1,,93
田辺島通,とさでん交通,後免線,21,5,1,1,,231
一条橋,とさでん交通,後免線,21,5,1,1,,67
知寄町三丁目,とさでん交通,後免線,21,5,1,1,,497
北浦,とさでん交通,後免線,21,5,1,1,,51
東新木,とさでん交通,後免線,21,5,1,1,,300
後免中町,とさでん交通,後免線,21,5,1,1,,106
舟戸,とさでん交通,後免線,21,5,1,1,,402
葛島橋東詰,とさでん交通,後免線,21,5,1,1,,314
篠原,とさでん交通,後免線,21,5,1,1,,131
知寄町二丁目,とさでん交通,後免線,21,5,1,1,,693
デンテツターミナルビル前,とさでん交通,後免線,21,5,1,1,,2321
介良通,とさでん交通,後免線,21,5,1,1,,458
東工業前,とさでん交通,後免線,21,5,1,1,,130
後免町,とさでん交通,後免線,21,5,1,1,,921
小篭通,とさでん交通,後免線,21,5,1,1,,31
高須,とさでん交通,後免線,21,5,1,1,,257
領石通,とさでん交通,後免線,21,5,1,1,,438
はりまや橋,とさでん交通,後免線,21,5,2,1,,0
住吉通,とさでん交通,後免線,21,5,1,1,,85
知寄町,とさでん交通,後免線,21,5,1,1,,530
西高須,とさでん交通,後免線,21,5,1,1,,560
宝永町,とさでん交通,後免線,21,5,1,1,,802
桟橋通五丁目,とさでん交通,桟橋線,21,5,1,1,,197
桟橋車庫前,とさでん交通,桟橋線,21,5,1,1,,520
高知橋,とさでん交通,駅前線,21,5,1,1,,387
桟橋通三丁目,とさでん交通,桟橋線,21,5,1,1,,794
梅の辻,とさでん交通,桟橋線,21,5,1,1,,542
高知駅前,とさでん交通,駅前線,21,5,1,1,,1577
蓮池町通,とさでん交通,駅前線,21,5,1,1,,315
桟橋通四丁目,とさでん交通,桟橋線,21,5,1,1,,353
はりまや橋,とさでん交通,駅前線,21,5,1,1,,4532
桟橋通一丁目,とさでん交通,桟橋線,21,5,1,1,,544
桟橋通二丁目,とさでん交通,桟橋線,21,5,1,1,,260
島原港,島原鉄道,島原鉄道線,12,4,1,1,改称,153
多比良,島原鉄道,島原鉄道線,12,4,1,1,改称,362
阿母崎,島原鉄道,島原鉄道線,12,4,1,1,,80
三会,島原鉄道,島原鉄道線,12,4,1,1,,64
島原船津,島原鉄道,島原鉄道線,12,4,1,1,改称,58
神代（鍋島邸前）,島原鉄道,島原鉄道線,12,4,1,1,改称,133
森山,島原鉄道,島原鉄道線,12,4,1,1,,154
諫早東高校,島原鉄道,島原鉄道線,12,4,1,1,改称,249
愛野,島原鉄道,島原鉄道線,12,4,1,1,,401
幸,島原鉄道,島原鉄道線,12,4,1,1,,383
干拓の里,島原鉄道,島原鉄道線,12,4,1,1,,112
諫早(雲仙・島原口),島原鉄道,島原鉄道線,12,4,1,1,改称,2066
釜ノ鼻,島原鉄道,島原鉄道線,12,4,1,1,,51
霊丘公園体育館,島原鉄道,島原鉄道線,12,4,1,1,改称,90
西郷,島原鉄道,島原鉄道線,12,4,1,1,,121
島原,島原鉄道,島原鉄道線,12,4,1,1,,850
吾妻（雲仙市役所前）,島原鉄道,島原鉄道線,12,4,1,1,改称,204
大三東,島原鉄道,島原鉄道線,12,4,1,1,,73
有明湯江,島原鉄道,島原鉄道線,12,4,1,1,改称,110
松尾,島原鉄道,島原鉄道線,12,4,1,1,改称,20
小野,島原鉄道,島原鉄道線,12,4,1,1,改称,166
本諫早（諫早市役所前）,島原鉄道,島原鉄道線,12,4,1,1,改称,1068
大正,島原鉄道,島原鉄道線,12,4,1,1,,57
古部,島原鉄道,島原鉄道線,12,4,1,1,,67
小田井,東海交通事業,城北線,12,4,1,1,,392
枇杷島,東海交通事業,城北線,12,4,1,1,,0
尾張星の宮,東海交通事業,城北線,12,4,1,1,,485
勝川,東海交通事業,城北線,12,4,1,1,,478
味美,東海交通事業,城北線,12,4,1,1,,218
比良,東海交通事業,城北線,12,4,1,1,,248
名古屋,東海旅客鉄道,関西線,11,2,2,1,,0
八田,東海旅客鉄道,関西線,11,2,1,1,,4031
朝日,東海旅客鉄道,関西線,11,2,1,1,,1394
富田浜,東海旅客鉄道,関西線,11,2,1,1,,431
富田,東海旅客鉄道,関西線,11,2,1,1,,1589
蟹江,東海旅客鉄道,関西線,11,2,1,1,,7369
弥富,東海旅客鉄道,関西線,11,2,1,1,名古屋鉄道・尾西線を含む,6224
桑名,東海旅客鉄道,関西線,11,2,1,1,,0
永和,東海旅客鉄道,関西線,11,2,1,1,,2561
長島,東海旅客鉄道,関西線,11,2,1,1,,1140
春田,東海旅客鉄道,関西線,11,2,1,1,,7519
河原田,東海旅客鉄道,関西線,11,2,2,1,,0
南四日市,東海旅客鉄道,関西線,11,2,1,1,,1430
加佐登,東海旅客鉄道,関西線,11,2,1,1,,1263
四日市,東海旅客鉄道,関西線,11,2,1,1,,4571
河曲,東海旅客鉄道,関西線,11,2,1,1,,644
河原田,東海旅客鉄道,関西線,11,2,1,1,伊勢鉄道・伊勢線を含む,1958
亀山,東海旅客鉄道,関西線,11,2,1,1,,4312
井田川,東海旅客鉄道,関西線,11,2,1,1,,1377
三木里,東海旅客鉄道,紀勢線,11,2,1,1,,96
紀伊長島,東海旅客鉄道,紀勢線,11,2,1,1,,433
九鬼,東海旅客鉄道,紀勢線,11,2,1,1,,33
亀山,東海旅客鉄道,紀勢線,11,2,2,1,,0
尾鷲,東海旅客鉄道,紀勢線,11,2,1,1,,758
相可,東海旅客鉄道,紀勢線,11,2,1,1,,466
阿曽,東海旅客鉄道,紀勢線,11,2,1,1,,77
一身田,東海旅客鉄道,紀勢線,11,2,1,1,,2543
大泊,東海旅客鉄道,紀勢線,11,2,1,1,,8
波田須,東海旅客鉄道,紀勢線,11,2,1,1,,38
伊勢柏崎,東海旅客鉄道,紀勢線,11,2,1,1,,173
川添,東海旅客鉄道,紀勢線,11,2,1,1,,153
神志山,東海旅客鉄道,紀勢線,11,2,1,1,,167
栃原,東海旅客鉄道,紀勢線,11,2,1,1,,235
津,東海旅客鉄道,紀勢線,11,2,1,1,,0
二木島,東海旅客鉄道,紀勢線,11,2,1,1,,38
松阪,東海旅客鉄道,紀勢線,11,2,1,1,,0
相賀,東海旅客鉄道,紀勢線,11,2,1,1,,244
多気,東海旅客鉄道,紀勢線,11,2,1,1,,1120
新鹿,東海旅客鉄道,紀勢線,11,2,1,1,,93
熊野市,東海旅客鉄道,紀勢線,11,2,1,1,,929
下庄,東海旅客鉄道,紀勢線,11,2,1,1,,607
紀伊市木,東海旅客鉄道,紀勢線,11,2,1,1,,86
三野瀬,東海旅客鉄道,紀勢線,11,2,1,1,,58
大曽根浦,東海旅客鉄道,紀勢線,11,2,1,1,,11
三瀬谷,東海旅客鉄道,紀勢線,11,2,1,1,,382
梅ヶ谷,東海旅客鉄道,紀勢線,11,2,1,1,,33
有井,東海旅客鉄道,紀勢線,11,2,1,1,,105
徳和,東海旅客鉄道,紀勢線,11,2,1,1,,825
阿漕,東海旅客鉄道,紀勢線,11,2,1,1,,689
高茶屋,東海旅客鉄道,紀勢線,11,2,1,1,,1101
船津,東海旅客鉄道,紀勢線,11,2,1,1,,137
佐奈,東海旅客鉄道,紀勢線,11,2,1,1,,78
滝原,東海旅客鉄道,紀勢線,11,2,1,1,,73
大内山,東海旅客鉄道,紀勢線,11,2,1,1,,70
六軒,東海旅客鉄道,紀勢線,11,2,1,1,,241
賀田,東海旅客鉄道,紀勢線,11,2,1,1,,72
新宮,東海旅客鉄道,紀勢線,11,2,1,1,,0
鵜殿,東海旅客鉄道,紀勢線,11,2,1,1,,222
紀伊井田,東海旅客鉄道,紀勢線,11,2,1,1,,69
阿田和,東海旅客鉄道,紀勢線,11,2,1,1,,296
国府津,東海旅客鉄道,御殿場線,11,2,1,1,,0
御殿場,東海旅客鉄道,御殿場線,11,2,1,1,,9896
山北,東海旅客鉄道,御殿場線,11,2,1,1,,1115
富士岡,東海旅客鉄道,御殿場線,11,2,1,1,,2241
東山北,東海旅客鉄道,御殿場線,11,2,1,1,,1681
松田,東海旅客鉄道,御殿場線,11,2,1,1,,6470
上大井,東海旅客鉄道,御殿場線,11,2,1,1,,1049
相模金子,東海旅客鉄道,御殿場線,11,2,1,1,,1017
下曽我,東海旅客鉄道,御殿場線,11,2,1,1,,2627
駿河小山,東海旅客鉄道,御殿場線,11,2,1,1,,774
南御殿場,東海旅客鉄道,御殿場線,11,2,1,1,,654
大岡,東海旅客鉄道,御殿場線,11,2,1,1,,2664
岩波,東海旅客鉄道,御殿場線,11,2,1,1,,4189
裾野,東海旅客鉄道,御殿場線,11,2,1,1,,5015
谷峨,東海旅客鉄道,御殿場線,11,2,1,1,,218
長泉なめり,東海旅客鉄道,御殿場線,11,2,1,1,,1956
下土狩,東海旅客鉄道,御殿場線,11,2,1,1,,2715
足柄,東海旅客鉄道,御殿場線,11,2,1,1,,899
沼津,東海旅客鉄道,御殿場線,11,2,2,1,,0
沼津,東海旅客鉄道,御殿場線,11,2,2,1,,0
杉崎,東海旅客鉄道,高山線,11,2,1,1,,50
打保,東海旅客鉄道,高山線,11,2,1,1,,14
飛騨古川,東海旅客鉄道,高山線,11,2,1,1,,714
渚,東海旅客鉄道,高山線,11,2,1,1,,5
上枝,東海旅客鉄道,高山線,11,2,1,1,,28
飛騨一ノ宮,東海旅客鉄道,高山線,11,2,1,1,,74
久々野,東海旅客鉄道,高山線,11,2,1,1,,106
杉原,東海旅客鉄道,高山線,11,2,1,1,,1
飛騨国府,東海旅客鉄道,高山線,11,2,1,1,,36
高山,東海旅客鉄道,高山線,11,2,1,1,,2816
猪谷,東海旅客鉄道,高山線,11,2,1,1,,0
飛騨細江,東海旅客鉄道,高山線,11,2,1,1,,36
坂上,東海旅客鉄道,高山線,11,2,1,1,,18
角川,東海旅客鉄道,高山線,11,2,1,1,,36
美濃太田,東海旅客鉄道,高山線,11,2,2,1,,0
坂祝,東海旅客鉄道,高山線,11,2,1,1,,794
禅昌寺,東海旅客鉄道,高山線,11,2,1,1,,17
下呂,東海旅客鉄道,高山線,11,2,1,1,,1608
上麻生,東海旅客鉄道,高山線,11,2,1,1,,159
飛騨宮田,東海旅客鉄道,高山線,11,2,1,1,,53
中川辺,東海旅客鉄道,高山線,11,2,1,1,,260
飛騨萩原,東海旅客鉄道,高山線,11,2,1,1,,774
白川口,東海旅客鉄道,高山線,11,2,1,1,,361
古井,東海旅客鉄道,高山線,11,2,1,1,,628
飛騨金山,東海旅客鉄道,高山線,11,2,1,1,,354
下麻生,東海旅客鉄道,高山線,11,2,1,1,,81
飛騨小坂,東海旅客鉄道,高山線,11,2,1,1,,136
焼石,東海旅客鉄道,高山線,11,2,1,1,,46
上呂,東海旅客鉄道,高山線,11,2,1,1,,55
下油井,東海旅客鉄道,高山線,11,2,1,1,,62
鵜沼,東海旅客鉄道,高山線,11,2,1,1,,2730
那加,東海旅客鉄道,高山線,11,2,1,1,,2554
蘇原,東海旅客鉄道,高山線,11,2,1,1,,2047
各務ケ原,東海旅客鉄道,高山線,11,2,1,1,,921
長森,東海旅客鉄道,高山線,11,2,1,1,,1632
岐阜,東海旅客鉄道,高山線,11,2,2,1,,0
池の浦シーサイド,東海旅客鉄道,参宮線,11,2,1,3,,0
鳥羽,東海旅客鉄道,参宮線,11,2,1,1,,633
松下,東海旅客鉄道,参宮線,11,2,1,1,,66
多気,東海旅客鉄道,参宮線,11,2,2,1,,0
五十鈴ヶ丘,東海旅客鉄道,参宮線,11,2,1,1,,503
二見浦,東海旅客鉄道,参宮線,11,2,1,1,,517
宮川,東海旅客鉄道,参宮線,11,2,1,1,,556
山田上口,東海旅客鉄道,参宮線,11,2,1,1,,240
伊勢市,東海旅客鉄道,参宮線,11,2,1,1,,0
外城田,東海旅客鉄道,参宮線,11,2,1,1,,218
田丸,東海旅客鉄道,参宮線,11,2,1,1,,1098
国母,東海旅客鉄道,身延線,11,2,1,1,,847
芦川,東海旅客鉄道,身延線,11,2,1,1,,159
常永,東海旅客鉄道,身延線,11,2,1,1,,883
落居,東海旅客鉄道,身延線,11,2,1,1,,50
甲斐岩間,東海旅客鉄道,身延線,11,2,1,1,,207
東花輪,東海旅客鉄道,身延線,11,2,1,1,,1401
甲斐上野,東海旅客鉄道,身延線,11,2,1,1,,141
小井川,東海旅客鉄道,身延線,11,2,1,1,,453
金手,東海旅客鉄道,身延線,11,2,1,1,,125
南甲府,東海旅客鉄道,身延線,11,2,1,1,,1004
市川大門,東海旅客鉄道,身延線,11,2,1,1,,902
鰍沢口,東海旅客鉄道,身延線,11,2,1,1,,214
市川本町,東海旅客鉄道,身延線,11,2,1,1,,488
甲府,東海旅客鉄道,身延線,11,2,1,1,,0
善光寺,東海旅客鉄道,身延線,11,2,1,1,,817
甲斐住吉,東海旅客鉄道,身延線,11,2,1,1,,959
富士宮,東海旅客鉄道,身延線,11,2,1,1,,4788
富士根,東海旅客鉄道,身延線,11,2,1,1,,903
甲斐常葉,東海旅客鉄道,身延線,11,2,1,1,,50
久那土,東海旅客鉄道,身延線,11,2,1,1,,262
十島,東海旅客鉄道,身延線,11,2,1,1,,73
入山瀬,東海旅客鉄道,身延線,11,2,1,1,,1928
寄畑,東海旅客鉄道,身延線,11,2,1,1,,29
柚木,東海旅客鉄道,身延線,11,2,1,1,,932
井出,東海旅客鉄道,身延線,11,2,1,1,,69
下部温泉,東海旅客鉄道,身延線,11,2,1,1,,172
内船,東海旅客鉄道,身延線,11,2,1,1,,239
富士,東海旅客鉄道,身延線,11,2,2,1,,0
沼久保,東海旅客鉄道,身延線,11,2,1,1,,13
竪堀,東海旅客鉄道,身延線,11,2,1,1,,2208
身延,東海旅客鉄道,身延線,11,2,1,1,,547
市ノ瀬,東海旅客鉄道,身延線,11,2,1,1,,7
西富士宮,東海旅客鉄道,身延線,11,2,1,1,,2474
塩之沢,東海旅客鉄道,身延線,11,2,1,1,,9
稲子,東海旅客鉄道,身延線,11,2,1,1,,15
源道寺,東海旅客鉄道,身延線,11,2,1,1,,1567
芝川,東海旅客鉄道,身延線,11,2,1,1,,308
波高島,東海旅客鉄道,身延線,11,2,1,1,,58
甲斐大島,東海旅客鉄道,身延線,11,2,1,1,,12
多治見,東海旅客鉄道,太多線,11,2,2,1,,0
美濃太田,東海旅客鉄道,太多線,11,2,1,1,,5729
姫,東海旅客鉄道,太多線,11,2,1,1,,913
下切,東海旅客鉄道,太多線,11,2,1,1,,1059
可児,東海旅客鉄道,太多線,11,2,1,1,,3217
根本,東海旅客鉄道,太多線,11,2,1,1,,2515
美濃川合,東海旅客鉄道,太多線,11,2,1,1,,884
小泉,東海旅客鉄道,太多線,11,2,1,1,,2618
塩尻,東海旅客鉄道,中央線,11,2,1,1,,0
日出塩,東海旅客鉄道,中央線,11,2,1,1,,13
洗馬,東海旅客鉄道,中央線,11,2,1,1,,122
贄川,東海旅客鉄道,中央線,11,2,1,1,,216
木曽平沢,東海旅客鉄道,中央線,11,2,1,1,,91
奈良井,東海旅客鉄道,中央線,11,2,1,1,,136
恵那,東海旅客鉄道,中央線,11,2,1,1,,6189
田立,東海旅客鉄道,中央線,11,2,1,1,,123
南木曽,東海旅客鉄道,中央線,11,2,1,1,,583
大桑,東海旅客鉄道,中央線,11,2,1,1,,125
木曽福島,東海旅客鉄道,中央線,11,2,1,1,,1394
十二兼,東海旅客鉄道,中央線,11,2,1,1,,16
中津川,東海旅客鉄道,中央線,11,2,1,1,,6701
坂下,東海旅客鉄道,中央線,11,2,1,1,,693
須原,東海旅客鉄道,中央線,11,2,1,1,,106
藪原,東海旅客鉄道,中央線,11,2,1,1,,226
瑞浪,東海旅客鉄道,中央線,11,2,1,1,,9354
武並,東海旅客鉄道,中央線,11,2,1,1,,911
高蔵寺,東海旅客鉄道,中央線,11,2,1,1,愛知環状鉄道・愛知環状鉄道線を含む,51935
春日井,東海旅客鉄道,中央線,11,2,1,1,,31666
宮ノ越,東海旅客鉄道,中央線,11,2,1,1,,91
釜戸,東海旅客鉄道,中央線,11,2,1,1,,541
神領,東海旅客鉄道,中央線,11,2,1,1,,26673
土岐市,東海旅客鉄道,中央線,11,2,1,1,,10069
落合川,東海旅客鉄道,中央線,11,2,1,1,,63
野尻,東海旅客鉄道,中央線,11,2,1,1,,142
定光寺,東海旅客鉄道,中央線,11,2,1,1,,308
原野,東海旅客鉄道,中央線,11,2,1,1,,86
多治見,東海旅客鉄道,中央線,11,2,1,1,,26529
上松,東海旅客鉄道,中央線,11,2,1,1,,325
古虎渓,東海旅客鉄道,中央線,11,2,1,1,,768
美乃坂本,東海旅客鉄道,中央線,11,2,1,1,,2625
勝川,東海旅客鉄道,中央線,11,2,1,1,,35202
倉本,東海旅客鉄道,中央線,11,2,1,1,,29
大曽根,東海旅客鉄道,中央線,11,2,1,1,,65392
名古屋,東海旅客鉄道,中央線,11,2,2,1,,0
千種,東海旅客鉄道,中央線,11,2,1,1,,56483
金山,東海旅客鉄道,中央線,11,2,1,1,,141747
鶴舞,東海旅客鉄道,中央線,11,2,1,1,,41101
新守山,東海旅客鉄道,中央線,11,2,1,1,,16466
